Project Title,Total Project Cost,Actual Expenditure Up to end of FY2021,Actual FY2022,Estimated FY2023,Revised FY2023,Estimated FY2024
Development Expenditure,,,,,,
Government Development,,,,,,
National Defence Programme,,,,,,
Armed Forces,,,"608,616,247","871,310,000","871,310,000","905,390,200"
